108-3H-699-M-H,"Mutlu olmak çok güzel bir şeydir, arkadaşım benimle oynuyordu","Being happy is a beautiful thing, my friend was playing with me",Male,
105-2D-1294-M-H,Ablamın Urfa'ya gelmesi,My sister is coming to Urfa,Male,
240-5E-602-M-S,İstemediğim şeylerin yapılması üzer,It makes me sad when things that I do not want is done,Male,
103-4H-732-M-H,"Piknikte eğlendiler, koşuşturdular","They had fun at the picnic, They ran around",Male,
214-7N-1420-M-S,Piknikteyken yağmur yağıp emeklerinizin boşa gitmesi beni üzer,It makes me sad that it rains while you are at the picnic and your efforts are wasted.,Male,
280-8E-971-M-S,Çalışmayı hiç sevmem,I do not like to work,Male,
214-6H-595-M-H,Hayatı mutlulukla yaşa,Live life with happiness.,Male,
205-7Q-630-M-H,Tarlada iyi kazanç sağladığı için mutlu olan bir aile,A family that is happy to earn well in the field,Male,
108-3G-2060-M-H,Annem beni Balıklıgöl'e götürdüğünde çok mutlu olurum annem bana yem alır balıklara yem veririm çok mutlu olurum kuşlara yem veririm çok mutlu olurum,I would be very happy when my mother took me to Balıklıgöl My mother would buy me food and feed the fish I would be very happy I would feed the birds,Male,
103-4A-1432-M-H,Bir çocuk parkta salıncakta ve kaydırakta sallanıyor,A child is swinging on a swing and on a slide in the playground,Male,
102-4F-146-M-H,Arkadaşımla koşarken mutlu oluyorum,I am happy when I run with my friend,Male,
214-6Q-779-M-S,Hayvanlara şiddet beni üzüyor,Violence to animals makes me sad,Male,
207-6H-6108-M-H,Mutluluk hayatın en önemli duygularından biridir,Happiness is one of the most important feelings in life,Male,
199-4A-24-M-S,Üzüntü çok kötü bir şey çocuk fakirse onunla alay ettiklerinde çocuk üzülür,"Sadness is a very bad thing. if the child is poor, the child gets sad when they make fun of him",Male,
103-4Q-811-M-H,Ben doğayı çok seviyorum,I love nature so much,Male,
103-2O-2517-M-H,Resmim bana okulumu anlatıyor,My picture tells me about my school,Male,
280-6G-326-M-S,Bir kurban bayramında koyunumun kurban edilmesi beni çok üzdü,It made me very sad that my ship was sacrificed on an Eid-al-Adha.,Male,
199-4A-1558-M-H,Ben parkta arkadaşlarımla çok mutlu oluyorum,I am very happy with my friends in the playground,Male,
212-6F-467-M-H,En çok sevdiğim şey futbol oynamak,The thing that I love most is to play football,Male,
204-7A-280-M-S,Evde oturmak,Spend time at home,Male,
240-6A-112-M-S,Ağaçların yanması,Burning of trees,Male,
104-2D-387-M-H,Annemi seviyorum,I love my mother,Male,
102-3C-525-M-S,Kavga ediyorlar ama bizi vurmuyorlar,They fight but they do not hit us,Male,
280-5M-1613-M-H,Evdeyiz ve yağmur yağıyor annemle babamla ve kardeşimle yemek yiyoruz ,We are at home and it is raining and we are having dinner with my parents and my brother.,Male,
105-1Z-1042-M-H,Ailemle hayvanat bahçesine gittik,I went to the zoo with my family,Male,
207-5B-888-M-H,Top oynamak beni mutlu ediyor,Playing ball makes me happy,Male,
210-5B-275-M-S,Üzgünlük benim için çok kötü keşke olmasa,Sadness is so bad for me I wish it was not,Male,
214-6J-1552-M-S,Üzgün hayat meyvesiz ağaca benzer,Sad life is like a fruitless tree,Male,
103-4N-332-M-S,Arkadaşım bana pastel boyasını paylaşmadığı için çok üzüldüm,I am so sad my friend did not share her crayons with me,Male,
280-5B-536-M-S,Çok kaba konuşuyordu,He was speaking very rudely,Male,
108-4E-1051-M-S,Evimiz yandığı için annemi kaybettim,I lost my mother because our house burned down,Male,
109-3L-849-M-H,"Önce bir çocuk varmış, ağaç evin arasında kalmış","First there was a child, the tree stuck between the house",Male,
213-8A-809-M-H,Benim için mutluluk doğada yürüyüş yaparken temiz bir hava almak,Happiness for me is to take a fresh air while walking in nature.,Male,
280-5B-218-M-S,Ormanları yanarken gördüğüm zaman çok üzülüyorum,I feel so sad when I see the forests burning,Male,
216-5A-1676-M-S,Bana göre üzüntü ölümdür,For me sadness is death,Male,
230-8B-433-M-S,Balıkları sevmiyorum,I do not like fish,Male,
230-7B-111-M-H,Çok çalışıp hayallerime ulaşmak,Working hard to reach my dreams,Male,
112-3G-179-M-H,Mutluluk arkadaşlarımdır,Happiness is my friends,Male,
207-5C-383-M-H,Benim için sevinç doğal güneş deniz sevinç,Joy for me is natural sun sea joy,Male,
280-8B-1903-M-S,Aşılması mümkün olmayan duvar yoktur,There is no wall that cannot be overcome,Male,
216-7A-1298-M-H,"Hocam öncelikle beni mutlu eden şeyler şöyle, güzel bir elma ağacının altında gölgede oturmak, güzel bir evimin olması","Teacher, first of all, the things that make me happy are sitting in the shade under a beautiful apple tree, having a nice house.",Male,
205-7G-286-M-H,Mutluluk herkesindir,Happiness belongs to everyone,Male,
206-6C-137-M-S,Kuzenimin geri Gaziantep'e dönmesi beni üzer,I am sorry for my cousin to go back to Gaziantep.,Male,
280-6H-601-M-S,Çiçekler düştüğü için üzülen emoji güneş ve bulutlar,"Sad emoji because flowers fell down, sun and clouds",Male,
101-2B-5-M-S,Okula gitmeyi hiç sevmiyorum,I do not like going to school,Male,
216-8A-308-M-H,Futbol oynamayı seviyorum,I like playing football,Male,
250-5D-444-M-H,Mutluluk benim için çok önemlidir mutluluk çocukların büyüklerin gülüp eğlendiği şeydir kovalamaca uçurtma balon bunlar hepsi mutluluğun sembolüdür mutluluk huzur hele de çocuklar da çok güzel görünür,"Happiness is very important to me. Happiness is what children laugh and have fun with, chase kite balloons, these are all symbols of happiness, happiness, peace, especially it looks very beautiful in children",Male,
110-3A-1410-M-S,Üzgünlük resmi,Picture of sadness,Male,
214-5F-1125-M-S,Kıyametin kopuşu,Apocalypse,Male,
250-7H-1907-M-S,Arkadaşlarımın beni dışlaması üç kişi bir kişiyi dışlaması,My friends ostracizing me. Three people ostracizing one person.,Male,
214-5G-578-M-H,Ailemin bana sarılması benim için dünyalar gibi,Having my family hug me feels like the world to me,Male,
250-7A-1289-M-S,Orman yangınları ve fabrika atıkları yaygınlaştıkça ülkemiz kötüleşir ve bu tüm dünyayı üzer,"As forest fires and factory wastes spread, our country gets worse and this upsets the whole world.",Male,
214-5B-675-M-H,Ailecek tatile gitmek,Go on family vacation,Male,
240-5E-605-M-H,Ben ilk kez bisiklet sürdüm ben o elma ağaçlardan elma yemek istiyorum babamla ve annemle yürümek istiyorum,I rode a bike for the first time I want to eat apples from those apple trees I want to walk with my father and my mother,Male,
101-1E-54-M-S,Ağaçtan uzak kalınca üzülürüm,I get sad when I am away from the tree,Male,
280-6N-1046-M-S, PAPG'de 1 ve 2 vs çıkınca adam öldü.,"When 1 and 2 etc came out in PAPG, the man died.",Male,
205-7G-286-M-S,Üzüntü yakın arkadaşından bile gelebilir,Sadness can come even in a close friend,Male,
106-4C-1203-M-H,Mesela babam bana bir kitap aldı ben mutlu olurum,"For example, my father bought me a book, I would be happy",Male,
207-7D-925-M-S,"Üzüntü denince aklıma küslük, kırgınlık, düşmanlık aklıma gelir","When I think of sadness, I think of resentment, resentment, enmity.",Male,
106-3E-236-M-H,Arkadaşlarla oynamaktan mutluluk duyarım,I am happy to play with friends,Male,
102-1B-924-M-S,Bebek mutsuz olurum,Baby I would be unhappy,Male,
101-1C-1061-M-H,Ablamı çok sevdiğim gelir annemi çok sevdiğim gelir babamı çok sevdiğim gelir kuzenimi çok sevdiğim gelir arkadaşımı çok sevdiğim gelir ailemi çok sevdiğim gelir her şeyimi çok sevdiğim gelir,"It comes to my mind that I love my sister very much, it comes to my mind  that I love my mother very much, it comes to my mind that I love my father very much, it comes to my mind that I love my cousin very much, it comes to my mind that I love my friend very much, it comes to my mind that I love my family very much, it comes to my mind that I love everything very much.",Male,
102-4B-274-M-H,Benim için mutluluk sabah erken kalkmak,Happiness for me is getting up early in the morning,Male,
230-8B-189-M-H,Beni en mutlu eden şey bir köyde evimin olması ve hayvanlarımın olması,What makes me happiest is having a house in a village and having animals.,Male,
214-5M-378-M-S,İki arkadaşım kavga ettiğinde çok üzülürüm,I get very upset when two of my friends fight,Male,
205-8F-951-M-S,Yeşilliksiz bir alan beni çok mutsuz ediyor,A field without greenery makes me very unhappy,Male,
280-7C-2287-M-H,Mutluluk sahil ve denizdir,Happiness is the beach and the sea,Male,
110-4H-234-M-S,Umutsuzluğa kapılan kimse boşluğa düşer,Anyone who despairs falls into the void.,Male,
214-5E-1204-M-S,Mutsuzluk benim için kirliliktir,Unhappiness is pollution to me,Male,
106-3E-42-M-H,Ben bir de abim basketbol oynuyor ben basketbolu çok seviyorum,Me and also my brother play basketball. I love basketball so much.,Male,
250-5G-737-M-S,Ay üzgün dilencinin yüzüne bakıyor. Güneş eğlenen çocukların yüzüne bakıyor,The moon looks at the sad beggar is face. The sun looks at the faces of the children having fun,Male,
103-4C-1101-M-S,Bir kişi beni üzdü diye ağladım,I cried because someone hurt me,Male,
103-3E-1176-M-H,Mutluluk bir hayattır,Happiness is a life,Male,
206-5D-107-M-H,"Benim için mutluluk güzel bir hava, ev ve yeşil bir alan","Happiness for me is good weather, home and green space",Male,
107-2E-976-M-H,Doğum günümü seviyorum keşke her gün doğum günüm olsa,I love my birthday I wish everyday was my birthday,Male,
101-4E-591-M-H,Benim için mutluluk hayvanlardır,Happiness for me is animals,Male,
108-3E-233-M-H,Ben iyi bir çocuğum arkadaşlarımla oynuyorum ve çok mutlu oluyorum,I am a good boy I play with my friends and I am very happy,Male,
101-1E-240-M-H,Benim için mutluluk arkadaşlarımla oyun oynamaktır,Happiness for me is playing games with my friends,Male,
214-5O-2047-M-H,Temiz havada top oynamayı çok sevdiğim için,Because I love playing ball in a clean air,Male,
108-3M-1280-M-S,Ben de kardeşimin oyuncağını kırdım,I broke my brother's toy too,Male,
112-3D-254-M-S,Issız ormanda bataklığa battım,I sank into the swamp in the desolate forest,Male,
230-7A-134-M-H,En mutlu olduğum an,My happiest moment,Male,
240-5E-55-M-H,Bir çocuk sabah vaktinde çok mutlu bir şekilde uçurtma uçurduğunu anlattım,I told a boy how happily he flew a kite in the morning,Male,
112-3F-817-M-S,Sınavdan düşük not aldığımda,When i get a low grade in the exam,Male,
211-6E-18-M-H,Benim için mutluluk kalptir,Happiness for me is the heart,Male,
207-8B-982-M-S,Umutsuz olmak,To be hopeless,Male,
214-6B-316-M-S,Mutsuzluk benim için havalar kötü olduğunda dışarıya çıkamamak,Unhappiness is not being able to go outside when the weather is bad for me,Male,
250-7J-1039-M-H,Beni en mutlu eden şey doğada yürümek,Walking in nature is what makes me happiest.,Male,
250-5J-112-M-H,Mutluluk denince aklıma arkadaşlarımla kuşların yanına gitmek ve uçurmak geliyor benim için en güzel şey tavuk kuş ördek köpek hayvanların yanında durmayı seviyorum o yüzden köye gittiğimde çok mutluyum,"When I say happiness, I think of going to the birds with my friends and flying. The most beautiful thing for me is chicken bird duck dog I like to stand next to animals. that is why I am so happy when i go to the village",Male,
102-4D-30-M-S,Dedem öldüğünde çok üzülmüştüm,I was very sad when my grandfather died,Male,
280-6H-1091-M-S,Üzgün olan ağlayan bir emoji,A sad crying emoji,Male,
102-1C-25-M-H,Evcil hayvanları sevmek beni mutlu ediyor,Pets make me happy,Male,
210-5B-301-M-H,Mutluluk senin için nedir? Benim için hayattır.,"What is happiness to you? For me, it's life.",Male,
214-6J-1704-M-H,Mutluluk barıştır küslük savaştır,"Happiness is peace, resentment is war",Male,
101-1C-605-M-S,Kardeşim İbrahim hep beni üzüyor bir tane de kuzenim vardı beni çok üzüyor,"My brother Ibrahim always makes me sad, I also had a cousin, it makes me very sad",Male,
112-3F-177-M-S,Annem ve babam ölüyor Allah korusun,My mom and dad are dying God bless,Male,
214-6B-2129-M-H,Mutlu ol mutsuz olma hayata gülümse,"Be happy, do not be unhappy, smile at life",Male,
250-7J-1039-M-S,Beni en mutsuz eden şey kitap okumak,The thing that makes me the most unhappy is reading a book.,Male,
250-5C-337-M-H,Komik bir anıdır,It is a funny memory,Male,
101-4C-179-M-H,Gülen yüzü görünce mutlu oluyorum çünkü bana gülüyorlar,I am happy to see the smiling face because they are smiling at me,Male,
250-6G-1452-M-H,Benim için mutluluk ormanın temiz olması insanın çevreyi temiz tutması,"Happiness for me is that the forest is clean, people keep the environment clean",Male,
250-5J-1065-M-S,Benim en sevmediğim duygu üzüntüdür. Bazı insanlar hep üzüntülüdür. İstediğim şey olmayınca ben hep üzülürüm. Okula gitmeyince ben hep üzülürüm. Çünkü öğretmenleri ve arkadaşlarımı özlerim. En sevmediğim şey üzüntüdür.,My least favorite emotion is sadness. Some people are always sad. I'm always sad when I don't get what I want. I'm always sad when I don't go to school because I miss my teachers and my friends. My least favorite emotion is sadness.,Male,
214-5A-559-M-H,Mutluluk bana iyilik getirir,Happiness brings me good,Male,
112-4D-263-M-S,Benim için üzüntü gözlüğümü kaybetmekten çok üzüldüm,So sad for me to lose my glasses of sadness,Male,
210-5C-753-M-H,Futbol topuyla oynamayı seviyorum,I like to play with soccer ball,Male,
108-3A-14-M-S,Evinden uzak olmak,To be far from home,Male,
102-2F-790-M-H,Benim en mutlu olduğum şey bir evcil köpeğimin olması ve bir tane arabamın olması ve bir kaç tane çilek fidanımın olmasını istiyorum ağaçları da çok severim,Things I am happiest is to have a pet dog and a car and I want to have a few strawberry saplings I love trees too,Male,
101-1I-854-M-H,Abimle havuzda yüzmeyi,Swimming in the pool with my brother,Male,
105-1Z-598-M-H,Annem evi terk etmişti tekrar eve geri geldi,My mother had left the house and came back home,Male,
207-5E-579-M-H,Doğayı seviyorum ormanda maç oynuyorlar ve ormanda geziyorlar ormanda meyve topluyorlar,"I love nature, they play matches in the forest and walk in the forest, picking fruit in the forest.",Male,
106-3C-382-M-H,Biz ananemgile gittiğimizde orada oyunlar oynar konuşup sohbet ederiz,"When we go with my grandmother, we play games there, talk and chat",Male,
105-4D-722-M-S,Arkadaşıma dua etmeye geldim,I came to pray for my friend,Male,
106-4B-944-M-H,Beni mutlu eden şey abim çünkü abim zor zamanımda yanımda olur,What makes me happy is my brother because my brother is there for me in my hard times,Male,
105-1B-269-M-S,Uzakta bir ev,A home away,Male,
109-3J-1944-M-H,Arkadaşımla top oynamak,Playing ball with my friend,Male,
110-4Z-87-M-S,Üzüntü bence kırgınlıktır,Sadness is resentment I think,Male,
104-4E-884-M-S,Ben ağaçlara üzülüyorum,I feel sorry for the trees,Male,
201-5Z-874-M-S,Mutsuzluk benim için arkadaşlarım tarafından hocalara şikayet edilmektir ve yalnız kalmaktır,"For me, unhappiness is being complained about to teachers by my friends and being alone.",Male,
110-3Z-1129-M-S,Benim için üzüntü korona virüsün olması,Sad for me is the coronavirus being there,Male,
250-5K-1067-M-S,Lütfen doğamızı koruyalım ağaçları yakmayalım,"Please Let's protect our nature, do not burn the trees",Male,
280-5A-1880-M-H,Doğayı korumak beni mutlu ediyor,Protecting nature makes me happy,Male,
101-4E-775-M-S,Benim için üzüntü ailemin vefat etmesidir,Sadness for me is the death of my family,Male,
112-4D-133-M-H,Benim için mutluluk çok güzel bir şeydir. Ayık ol mutluluğu bilmeyen adam olur mu?,"For me, happiness is a beautiful thing. Be alert, is there anyone who does not know happiness?",Male,
108-3A-826-M-S,Arkadaşlarımın beni oyuna dahil etmemesi,My friends do not include me in the game,Male,
199-4A-155-M-H,Ailem ile birlikte sevgi ve onlarla dolu oyun oynama eğlenme isterim,"I want to have fun with my family, full of love and playing games with them",Male,
101-2A-80-M-S,Kardeşim hastalanırsa üzülürüm,I will be sad if my brother gets sick,Male,
207-5E-579-M-S,Ölülerin mezarını görüp üzülüyorum ve ölüleri ziyaret etmeyi sevmiyorum,I am sad to see the grave of the dead and I do not like to visit the dead,Male,
207-6A-36-M-S,Üzüntü benim için huzursuzluk,Sadness is uneasiness for me,Male,
205-7G-916-M-H,Mutluluk hayatın bir parçasıdır,Happiness is part of life,Male,
101-2E-57-M-H,Annem İstanbul'dan gelince çok mutlu oldum,I was very happy when my mother came from Istanbul,Male,
101-1I-147-M-H,Arkadaşla top oynamak,Playing football with friend,Male,
214-5H-804-M-H,Annem babam ve benim köyde bahçemizde oturup sohbet etmek,My parents and I were sitting in our garden in the village and chatting.,Male,
106-3D-667-M-H,Mutluluk denince aklıma orman geliyor,"When I think of happiness, forest comes to mind.",Male,
108-3M-224-M-H,Ben ve kardeşlerim kelebekler ağaçlar çiçekler,Me and my brothers butterflies trees flowers,Male,
101-1Q-137-M-H,Eve gelince güzelce ödevler yapmalıyız öğretmenim istersen parmak kaldırıp ve hiç kimseye küsmek yasak,"When we come home, we should do our homework well,  to raise your finger if teacher wants and not be mad to anyone.",Male,
214-5K-348-M-H,,,Male,
207-5E-576-M-H,Ben bir tek ailemin mutlu olmasını istiyorum,I only want my family to be happy,Male,
230-5B-298-M-S,Volkanik patlama oluştu adam yanardağdan kaçtı evin üstüne çıktı,"There was a volcanic eruption, the man escaped from the volcano and climbed onto the house",Male,
207-7F-369-M-H,Mutluluk benim için doğadır ağaçtır topraktır,"Happiness for me is nature, tree, soil",Male,
107-4D-1874-M-S,Çocukların topu var ama diğer çocukların topu yok,The kids have the ball but the other kids do not,Male,
108-3D-365-M-H,Arkadaşımla piknik yapmayı seviyorum,I like to picnic with my friend,Male,
214-6C-960-M-H,En güzel mutluluklar güneşli ve bahçeli bir evde yaşanır,The most beautiful happiness lived in a sunny house with a garden,Male,
101-1H-896-M-S,Çevremizin çöple dolması beni çok üzüyor hayvanların ölmesi beni çok üzüyor,"It makes me very sad when we are surrounded by garbage, it makes me very sad when animals die",Male,
106-4G-1742-M-S,Bu resimde doğanın kirlenmesinden dolayı hayvanların üzülmesini anlattım,"In this picture, I explained the sadness of animals because of the pollution of nature",Male,
103-4A-251-M-S,Üzgün üzgün evde yatmak,Sad sad to lay down at home,Male,
250-8C-1654-M-S,Üzüntü benim için boş,Sadness is empty for me,Male,
101-3F-955-M-H,Arkadaşlar birbirine iyi davranmalı hediye vermeli iyimser olmalı,"Friends should treat each other well, give gifts, be optimistic",Male,
101-1C-347-M-S,Ailem mutsuz olursa ben de üzülürüm birileri çınar ağaçlarını keserse üzülürüm,"If my family is unhappy, I will be sad too I would be upset if someone cut down plane trees",Male,
103-4H-732-M-S,Kadın mezarda ağlıyor,Woman crying in the grave,Male,
230-7F-1277-M-H,Ben parayı çok seviyorum çünkü dünyada her şeyi getiriyor,I love money because it brings everything in the world,Male,
250-7C-418-M-S,İnsanların zarar görmesi sevdiklerimi kaybetmem,"People get hurt, losing my loved ones",Male,
104-2D-1268-M-S,Çünkü ben yağı çok seviyorum,Because I love oil so much,Male,
214-5D-357-M-S,Mutsuzluk birinin haksız hapse girmesi,Unhappiness is someone is wrongful imprisonment,Male,
108-3C-345-M-S,Dün çok mutluydum ama bugün çok üzgünüm niye bilmiyorum,I was very happy yesterday but I am very sad today I do not know why,Male,
280-6K-14-M-H,Mutluluk gökyüzünün mavi çimenlerin ise yeşil olmasıdır,Happiness is when the sky is blue and the grass is green,Male,
106-3E-155-M-S,Mega parka gitmiş şimdi hepsini kırmışlardır,They went to the mega playground now they broke them all,Male,
109-4Q-2135-M-S,Beni en mutsuz eden şey anne ve babanın kavga etmesi,The thing that makes me the most unhappy is that mom and dad are fighting.,Male,
110-3Z-1074-M-H,Benim için mutluluk arkadaşımdır,For me happiness is my friend,Male,
112-3E-892-M-S,Orman yandığında kuşların yuvası yanar her bir orman yandığında benim kalbim yanıyor,"When the forest burns, the birds is nests burn, every time a forest burns, my heart burns",Male,
205-5C-1458-M-H,Güzel gökkuşağındaki salıncak,A swing in the beautiful rainbow,Male,
101-1E-857-M-S,Ben insanlar doğayı kirletince üzülüyorum,I feel sad when people pollute nature,Male,
108-3B-1252-M-S,Üzüntü bir arkadaşımın beni vurması,Sadness is that a friend of mine hits me,Male,
101-1D-496-M-H,Benim için park bir mutluluk,For me the playground is a happiness.,Male,
211-7B-5295-M-S,Herkesin telefon oynayarak ilerlediği bir kaldırım herkesin elinde bir telefon var,"A pavement where everyone moves forward by playing the phone, everyone has a phone in their hand",Male,
216-5A-2586-M-H,Mutluluk benim için ailemdir,Happiness for me is my family,Male,
207-5C-403-M-H,Benim için sevinç ev rahatı,Joy for me is comfort of home,Male,
214-5L-1242-M-H,Ormanda yürümeyi çok severim,I love walking in the forest,Male,
205-7E-667-M-S,"Ağlamak, üzülmek, kötülük","Crying, sadness, evil",Male,
103-3G-1414-M-S,Kolu yoktu diye üzüldüm,I am sorry that he did not have an arm.,Male,
109-3C-832-M-S,Benim için güneşin ağacın ve kızın üzülmesi,For me the sun the tree and the girl being sad,Male,
230-5B-459-M-H,"Mutluluk ailedir, mutluluk anne ve babadır","Happiness is family, happiness is father and mother",Male,
101-1A-532-M-H,Top oynamayı severim,I like to play football,Male,
201-5Z-884-M-H,Mutluluk benim için ailem ve tüm her şeyimdir,Happiness for me is my family and my everything,Male,
213-8A-599-M-S,Beni en çok üzen annemle babamın tartışmasıdır,The thing that upsets me the most is the argument between my mother and father.,Male,
207-6A-36-M-H,Benim için mutlu olmak müzik dinlemektir,Being happy for me is listening to music,Male,
280-6A-1380-M-H,Mutlu ol her zaman sevgi dolu ol,Be happy always be full of love,Male,
101-1I-373-M-S,Evim kedim arkadaşlarım yok,I have no home no cat no friends,Male,
214-7B-1850-M-S,Ağaçların kesilmesi beni mutsuz ediyor,Cutting down trees makes me unhappy,Male,
102-2B-178-M-S,Beni üzen şey bisikletimin kırılması,What upsets me is that my bike broke,Male,
250-8F-1874-M-S,Üzüntü aile ortamı içindeki huzurun olmamasıdır,Sadness is the lack of peace in the family environment,Male,
230-5C-813-M-S,Doğayı temiz tutmalıyız ne yaparsak yapalım ama asla yere çöp atmamalıyız,"We should keep the nature clean, whatever we do, but we should never throw garbage on the ground.",Male,
102-2A-892-M-S,"Üzüntü benim için, dünyamız yok olunca çok üzülüyorum","Sadness is for me, I feel so sad when our world is destroyed",Male,
199-4A-713-M-S,Keşke hiç kimse hastaneye gitmese,I wish no one went to the hospital,Male,
104-4E-980-M-S,Ağaçlar kurudu diye çok üzüldüm,I am so sad that the trees are dried out,Male,
108-3H-1714-M-S,Biri ölmüş biri kaza yapmış birinin ayağı kırılmış olabilir annemiz hasta olabilir biri bayılmış olabilir öğretmenimiz olmadığı zaman arkadaşlarımızla küstüğümüz zaman hasta olduğumuz zaman,"Someone may have died, someone may have had an accident, someone may have broken his foot, our mother may be sick, someone may have fainted, when we have no teacher, when we get angry with our friends, when we are sick",Male,
112-4D-864-M-H,Benim için mutluluk nedir çok güzel bir şey ama arkadaşlarımla oyna,What is happiness for me It is a beautiful thing but play with my friends,Male,
108-3C-1809-M-H,Seviyorum çok güzel seviyorum,I love it I love it so beautiful,Male,
205-8E-535-M-S,Şimşek ve yağmurdan çok korktuğumda annem bana sarılır ve beni okşar ve der ki korkma geçecek ve ben mutlu olurum,"When I am very afraid of lightning and rain, my mother hugs me and caresses me and says, don't be afraid, it will pass and I will be happy.",Male,
102-3G-278-M-S,Üzüntü kötü istendiğimiz anda odur,Sadness happens when we want something bad.,Male,
213-8A-326-M-S,"Benim için üzüntü savaşın olması, bir de ailelerin ayrılması çocukların yetim kalması","It is sad for me, the war, and the separation of families and the orphaning of children.",Male,
214-5E-557-M-S,Üzüntü bence kirli pis ve çöp dolu bir dünya kara ve siyah yani çok kötü çünkü hayvanlar evsiz yuvasız kalınca bende mutsuz oluyorum bazı kişiler keyif alabilir bence doğa onlarında hakkı ve başkaları mutsuz olunca bende mutsuz oluyorum,"Sadness, I think It is a dirty, dirty and garbage-filled world, black and black, so It is very bad because I feel unhappy when animals are homeless, I think some people may enjoy it, nature is their right, and when others are unhappy, I am unhappy too.",Male,
105-4E-350-M-S,Beni en çok mutsuz eden şey havanın çok sıcak olması,The thing that makes me sad the most is that the weather is very hot.,Male,
214-6D-725-M-H,Doğa bizim için en iyi mutluluklardan biridir,Nature is one of the best happiness for us,Male,
214-6E-22-M-H,Gülmek güzel bir şeydir,Laughing is a good thing,Male,
214-6A-494-M-H,Doğa beni mutlu eder,Nature makes me happy,Male,
214-5F-737-M-S,Üzüntü dünyadaki en kötü şeydir,Sadness is the worst thing in the world,Male,
213-7A-557-M-H,Bana göre mutluluk kitap okumaktır,"For me, happiness is reading a book.",Male,
214-5G-159-M-H,En güzel mutluluklar aile ile başlar,The best happiness starts with family,Male,
110-3Z-1051-M-H,"Mutluluk benim için sevgi, saygı, ailemdir","Happiness for me is love, respect, my family",Male,
103-4C-440-M-H,Doğum günüm olmasına sevindim,I am happy It is my birthday,Male,
112-3D-523-M-H,Aqua parka gidip arkadaş bulmak,Go to the aqua park and find friends,Male,
250-5H-1369-M-S,Ormanların yanması beni üzer,Burning forests makes me sad,Male,
103-3A-27-M-S,Beni çevre kirliliği üzüyor,Environmental pollution makes me sad,Male,
205-8F-850-M-S,"İnsanlar sorumsuzca ormanda mangal yakarlar, söndürmeyi unuttuğu zaman felakete yol açıyor ve orman yangınları beni çok üzüyor","People irresponsibly light a barbecue in the forest, It is a disaster when they forget to put it out, and forest fires make me so sad",Male,
250-7B-228-M-S,Bir adam denizin önünde sigara ve rakı içerek denizi izliyor ve dertlerini düşünüyor ve çare arıyor,A man watches the sea in front of the sea by smoking and drinking raki and thinking about his problems and looking for a solution,Male,
250-5D-24-M-S,"Babam, yiğit babamın cezaevine gitmesine üzüldüm çünkü bize bakan kimse yok","Father, I am sorry that my valiant father went to prison because there is no one to look after us.",Male,
214-6A-494-M-S,Denize çöp atmak beni üzer,It makes me sad to throw garbage in the sea,Male,
211-5C-432-M-H,"Benim için mutluluk uçmaktır, pilotluktur","Happiness for me is flying, piloting",Male,
101-4F-867-M-H,Çocuklar mutlu olmalı büyüyene kadar,Children should be happy until they grow up,Male,
106-3E-1135-M-S,Top oynarken arkadaşım ayağıma basınca üzüldüm,I was upset when my friend stepped on my foot while playing ball,Male,
214-5J-1772-M-H,Futbol oynamayı çok severim ve futbol oynamak beni mutlu eder o yüzden futbol resmi çizdim,I love to play football and playing football makes me happy so I drew a football picture.,Male,
110-3J-1158-M-H,"Mutluluk benim için yağmurun altında oynamak, yağmurun altında zıplamak","Happiness for me is playing in the rain, jumping in the rain",Male,
103-3G-2109-M-H,Arkadaşıma hediye alacağım,I am going to buy a gift for my friend,Male,
101-2H-37-M-S,Ben en çok oyuncağım kırıldığında üzülürüm,I am most upset when my toy is broken,Male,
101-4E-276-M-S,Üzüntü dışlanmak yok sayılmak umursanmamaktır,"Sadness is being excluded, not being cared and being ignored",Male,
103-3A-110-M-H,Mutluluk benim için evimdir,Happiness is my home,Male,
112-3C-653-M-H,Benim için mutluluğum yağmur yağarken su savaşı etmek,My happiness is to fight water while It is raining,Male,
105-2D-1057-M-S,Çocukların çiçekleri koparması,Children plucking flowers,Male,
250-7H-1907-M-H,"Parkta kardeşimi sevindiriyorum, kardeşimi salıncakta sallıyorum, kardeşimi mutlu ediyorum her gün parka götürüyorum","I make my brother happy in the playground, I swing my brother on the swing, I make my brother happy I take him to the playground every day",Male,
112-3E-452-M-S,Halamın vefat etmesi amcamın ölmesi annemin ananesinin vefat etmesi,My aunt is death my uncle is death my mother is grandmother is death,Male,
102-1E-684-M-H,Kalede yaşamak en büyük mutluluktur,Living in a castle is the greatest happiness,Male,
101-1A-418-M-S,Benimle dalga geçiyorlar annem benimle küsüyor,They make fun of me. My mother is angry with me.,Male,
205-7Q-4189-M-S,Eğer mutlu değilsen hayat çok kötü olur,If you are not happy life will be very bad,Male,
280-5F-1945-M-H,Doğa güzelliği,Beauty of nature,Male,
214-5A-559-M-S,Her gün mutsuz olurum,I am unhappy everyday,Male,
207-6A-35-M-H,Mutluluk benim için yüzmektir,Happiness is swimming for me,Male,
214-6I-1754-M-S,Dünyanın en pis şeyi üzülmektir,The worst thing in the world is to be sad,Male,
214-5A-2028-M-H,Benim için mutluluk ailemle geçirdiğin vakittir,Happiness for me is the time you spend with my family,Male,
